word,level,count,levels
glass,,0,
goal,,0,
gold,,0,
government,,0,
ground,,0,
group,,0,
growth,,0,
gun,,0,
guy,,0,
habit,,0,
half,,0,
hand,,0,
head,,0,
health,,0,
hearing,,0,
heart,,0,
history,,0,
hole,,0,
home,,0,
hour,,0,
human,,0,
ice,,0,
idea,,0,
image,,0,
impact,,0,
income,,0,
individual,,0,
industry,,0,
information,,0,
instance,,0,
investment,,0,
issue,,0,
job,,0,
joke,,0,
justice,,0,
key,,0,
kid,,0,
king,,0,
knowledge,,0,
lady,,0,
language,,0,
laughter,,0,
law,,0,
layer,,0,
leader,,0,
leg,,0,
lesson,,0,
letter,,0,
level,,0,
life,,0,
list,,0,
location,,0,
loss,,0,
machine,,0,
market,,0,
material,,0,
meal,,0,
meat,,0,
member,,0,
memory,,0,
message,,0,
metal,,0,
method,,0,
middle,,0,
mile,,0,
milk,,0,
minute,,0,
mission,,0,
mom,,0,
moment,,0,
moon,,0,
muscle,,0,
music,,0,
narrator,,0,
nation,,0,
nature,,0,
navy,,0,
network,,0,
news,,0,
night,,0,
noise,,0,
noon,,0,
note,,0,
object,,0,
office,,0,
oil,,0,
opinion,,0,
opportunity,,0,
option,,0,
organization,,0,
page,,0,
paper,,0,
parent,,0,
part,,0,
partner,,0,
party,,0,
path,,0,
patient,,0,
pattern,,0,
peace,,0,
people,,0,
performance,,0,
period,,0,
person,,0,
perspective,,0,
phone,,0,
photograph,,0,
picture,,0,
piece,,0,
plane,,0,
planet,,0,
police,,0,
policy,,0,
population,,0,
position,,0,
power,,0,
president,,0,
pressure,,0,
problem,,0,
process,,0,
product,,0,
production,,0,
program,,0,
project,,0,
property,,0,
purpose,,0,
quality,,0,
queen,,0,
range,,0,
rate,,0,
reaction,,0,
reality,,0,
reason,,0,
region,,0,
relationship,,0,
research,,0,
response,,0,
restaurant,,0,
result,,0,
risk,,0,
road,,0,
rock,,0,
role,,0,
rule,,0,
salt,,0,
scale,,0,
school,,0,
science,,0,
sea,,0,
season,,0,
second,,0,
section,,0,
security,,0,
sense,,0,
sentence,,0,
series,,0,
service,,0,
sex,,0,
shape,,0,
ship,,0,
shoe,,0,
shot,,0,
side,,0,
site,,0,
situation,,0,
size,,0,
skill,,0,
skin,,0,
society,,0,
soldier,,0,
solution,,0,
song,,0,
soul,,0,
source,,0,
space,,0,
speech,,0,
spot,,0,
star,,0,
state,,0,
statement,,0,
step,,0,
stock,,0,
store,,0,
story,,0,
strategy,,0,
street,,0,
strength,,0,
stress,,0,
structure,,0,
student,,0,
stuff,,0,
style,,0,
subject,,0,
success,,0,
suit,,0,
sun,,0,
supply,,0,
surface,,0,
system,,0,
task,,0,
technique,,0,
technology,,0,
television,,0,
test,,0,
text,,0,
the Internet,,0,
the ocean,,0,
the past,,0,
the present,,0,
theory,,0,
thing,,0,
thought,,0,
threat,,0,
tongue,,0,
tool,,0,
tooth,,0,
topic,,0,
town,,0,
track,,0,
trade,,0,
training,,0,
treatment,,0,
tree,,0,
trial,,0,
trick,,0,
trip,,0,
trouble,,0,
truth,,0,
type,,0,
universe,,0,
vaccine,,0,
value,,0,
vehicle,,0,
version,,0,
view,,0,
virus,,0,
vision,,0,
voice,,0,
wall,,0,
war,,0,
water,,0,
way,,0,
weapon,,0,
website,,0,
wind,,0,
window,,0,
word,,0,
world,,0,
